,Invoice Date,Volume (L),Quarter,Fiscal Year,Item ID,Product,Product Type,Species,Anticoagulant,Gender
1102,2022-11-14,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1106,2022-11-21,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1110,2022-11-21,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1114,2022-11-28,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1118,2022-11-28,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1129,2022-12-05,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1132,2022-12-05,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1138,2022-12-12,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1145,2022-12-12,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1150,2022-12-19,26.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1153,2022-12-19,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1160,2023-01-03,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1168,2023-01-09,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1170,2023-01-09,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1176,2023-01-16,18.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1179,2023-01-16,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1190,2023-01-23,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1192,2023-01-24,14.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1200,2023-01-30,14.0,2022Q3,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1205,2023-01-30,1.0,2022Q3,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1213,2023-02-06,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1215,2023-02-06,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1221,2023-02-08,0.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1224,2023-02-13,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1229,2023-02-13,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1236,2023-02-20,0.2,2022Q4,2022,7248508,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED
1238,2023-02-20,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1242,2023-02-20,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1250,2023-02-27,0.2,2022Q4,2022,7248508,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED
1251,2023-02-27,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1254,2023-02-27,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1263,2023-03-06,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1265,2023-03-06,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1285,2023-03-14,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1289,2023-03-14,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1294,2023-03-21,14.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1296,2023-03-21,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1300,2023-03-27,12.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1304,2023-03-27,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1310,2023-04-03,12.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1314,2023-04-03,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1319,2023-04-10,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1322,2023-04-11,12.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1333,2023-04-17,12.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1337,2023-04-17,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1346,2023-04-24,12.0,2022Q4,2022,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1349,2023-04-24,1.0,2022Q4,2022,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1353,2023-05-01,12.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1355,2023-05-01,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1359,2023-05-08,12.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1364,2023-05-08,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1372,2023-05-15,12.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1375,2023-05-15,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1385,2023-05-22,12.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1389,2023-05-22,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1409,2023-05-30,12.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1411,2023-05-30,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1419,2023-06-05,12.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1424,2023-06-05,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1431,2023-06-12,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1434,2023-06-12,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1441,2023-06-19,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1444,2023-06-19,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1449,2023-06-26,20.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1454,2023-06-26,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1460,2023-07-05,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1466,2023-07-05,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1468,2023-07-10,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1473,2023-07-10,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1478,2023-07-17,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1484,2023-07-17,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1494,2023-07-24,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1499,2023-07-24,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1514,2023-07-31,16.0,2023Q1,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1518,2023-07-31,1.0,2023Q1,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1521,2023-08-07,16.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1525,2023-08-07,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1531,2023-08-14,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1533,2023-08-15,16.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1536,2023-08-21,16.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1539,2023-08-21,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1544,2023-08-28,16.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1546,2023-08-28,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1551,2023-09-05,16.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1552,2023-09-05,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1557,2023-09-11,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1559,2023-09-11,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1566,2023-09-18,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1570,2023-09-18,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1574,2023-09-25,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1576,2023-09-25,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1577,2023-10-02,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1578,2023-10-02,20.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1579,2023-10-02,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1582,2023-10-09,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1583,2023-10-09,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1589,2023-10-16,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1591,2023-10-16,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1592,2023-10-17,10.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1595,2023-10-23,11.5,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1596,2023-10-23,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1598,2023-10-24,10.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1602,2023-10-30,12.0,2023Q2,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1603,2023-10-30,1.0,2023Q2,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1609,2023-11-06,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1611,2023-11-06,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1618,2023-11-13,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1620,2023-11-13,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1626,2023-11-20,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1630,2023-11-20,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1633,2023-11-27,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1635,2023-11-27,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1637,2023-11-28,10.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1640,2023-12-04,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1643,2023-12-04,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1649,2023-12-05,10.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1651,2023-12-11,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1656,2023-12-11,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1664,2023-12-18,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1673,2024-01-02,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1674,2024-01-02,10.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1679,2024-01-08,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1680,2024-01-08,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1683,2024-01-10,0.5,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1684,2024-01-15,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1686,2024-01-16,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1688,2024-01-16,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1691,2024-01-22,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1698,2024-01-22,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1702,2024-01-24,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1703,2024-01-29,12.0,2023Q3,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1704,2024-01-29,1.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1707,2024-01-30,6.0,2023Q3,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1709,2024-02-05,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1712,2024-02-05,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1716,2024-02-12,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1718,2024-02-12,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1721,2024-02-14,6.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1725,2024-02-20,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1727,2024-02-20,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1730,2024-02-26,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1733,2024-02-27,6.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1737,2024-03-01,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1738,2024-03-04,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1739,2024-03-04,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1742,2024-03-11,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1744,2024-03-12,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1745,2024-03-12,6.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1748,2024-03-18,1.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1749,2024-03-18,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1751,2024-03-18,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1755,2024-03-25,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1756,2024-03-25,6.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1757,2024-03-25,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1765,2024-04-01,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1766,2024-04-01,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1769,2024-04-08,6.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1770,2024-04-08,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1773,2024-04-09,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1779,2024-04-15,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1781,2024-04-16,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1785,2024-04-22,6.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1786,2024-04-22,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1790,2024-04-23,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1795,2024-04-29,1.0,2023Q4,2023,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1796,2024-04-30,12.0,2023Q4,2023,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1801,2024-05-06,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1803,2024-05-08,12.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1804,2024-05-13,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1808,2024-05-14,12.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1816,2024-05-21,12.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1817,2024-05-21,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1821,2024-05-22,0.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1822,2024-05-22,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1824,2024-05-28,1.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1825,2024-05-28,12.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1826,2024-05-28,3.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1827,2024-05-28,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1831,2024-06-03,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1833,2024-06-04,12.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1835,2024-06-11,12.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
1836,2024-06-11,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1845,2024-06-17,1.0,2024Q1,2024,8204911,WHOLE BLOOD,ABATTOIR,PORCINE,NA-HEPARIN,GENDER UNSPECIFIED
1852,2024-06-19,3.0,2024Q1,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
